"","Sr","Test Name","Normal Range","Unit","Default Value","Cate","Type","Valid","Highligh"
"","1874","APTT","24 - 35","Seconds","","Standard","Decimal","0 - 999","24 - 35"
"","1875","APTT Control","34","Seconds","34","Standard","Decimal","0 - 99","0 - 35"
"","1876","ESR","Female: Less than 18Male: Less than 14","mm/1st hr","","Standard","Decimal","0 - 200","0 - 500"
"","1877","Heamoglobin (HB)","Female: 12.0 - 16.0Male: 14.0 - 18.0","g/dl","","Standard","Decimal","0 - 500","0 - 25"
"","1878","Platelets Count","150 - 450","*10^9/l","","Standard","Decimal","0 - 99999","150 - 450"
"","1879","ANA Screen IgG","","","","Standard","Text","0 - 250","0 - 99999"
"","1880","Anti HIV I & II Elisa","Negative: < 0.9Borderline: 0.9 to 1.2Positive: > 1.2","S/CO","","Standard","Text","0 - 500","0 - 5000"
"","1881","Dengue NS1 Antigen","Negative < 0.9Borderline 0.9-1.2Positive >1.2","S/CO","","Standard","Text","0 - 500","0 - 1000"
"","1882","Hepatitis B Surface Antigen","Negative: < 0.9Borderline: 0.9 to 1.2Positive: > 1.2","S/CO","","Standard","Text","0 - 500","0 - 1000"
"","1883","Alpha Feto-Protein","Less Than 10","ng/ml","","Standard","Decimal","0 - 10000","0 - 10000"
"","1884","Anti Ds DNA IgG","Negative: < 0.8Borderline: 0.8 to 1.2Positive: > 1.2","IU/ml","","Standard","Text","0 - 100","0 - 100"
"","1885","Anti Tissue Transglutaminase IgA","< 18 Negative18 - 22 Borderline> 22 Positive","U/ml","","Standard","Text","0 - 500","0 - 500"
"","1886","Anti Tissue Transglutaminase IgG","< 18 Negative18 - 22 Borderline> 22 Positive","U/mL","","Standard","Text","0 - 500","0 - 500"
"","1887","IgE","Less Than 190","IU/ml","","Standard","Decimal","0 - 5000","0 - 5000"
"","1888","Stool for H. Pylori Antigen","Negative","","","Standard","Text","0 - 250","0 - 99999"
"","1889","Mucus","","","Nil","Standard","Text","0 - 250","0 - 99999"
"","1890","Cyst/Trophozoite","","","Not Seen.","Descriptive","Text","0 - 250","0 - 99999"
"","1891","Yeast Cells","","","Nil","Descriptive","Text","0 - 250","0 - 99999"
"","1892","Stool for Occult Blood","Negative","","","Standard","List","0 - 500","0 - 0"
"","1893","Free T3","1.2 - 4.2","pg/ml","","Standard","Decimal","0 - 12.6","0 - 500"
"","1894","Free T4","0.7 - 1.7","ng/dl","","Standard","Decimal","0 - 66","0 - 500"
"","1895","LH","Male: 1.2 - 9.0FemaleFollicular phase: 0.90 - 15.0Ovulatory phase: 15.0 - 90.0Luteal phase: 0.80 - 15.0Postmenopause: 10.0 - 65.0","mIU/ml","","Standard","Decimal","0 - 1000","0 - 1000"
"","1896","T4","4.6 - 11.8","ug/dL","","Standard","Decimal","0 - 50","0 - 111"
"","1897","Coagulum","","","","Descriptive","List","0 - 500","0 - 10000"
"","1898","Xanthochromia","","","","Descriptive","List","0 - 500","0 - 1000"
"","1899","CSF Protein","","","mg/dl","Descriptive","Text","0 - 500","0 - 99999"
"","1900","CSF Glucose","","","mg/dl","Descriptive","Text","0 - 500","0 - 99999"
"","1901","Total Cell Count","","","/cmm","Descriptive","Text","0 - 500","0 - 99999"
"","1902","WBCs","","","/cmm","Descriptive","Text","0 - 500","0 - 99999"
"","1903","RBCs","","","/cmm","Descriptive","Text","0 - 500","0 - 99999"
"","1904","Neut","","","%","Descriptive","Text","0 - 500","0 - 99999"
"","1905","Lymph","","","%","Descriptive","Text","0 - 500","0 - 99999"
"","1906","Special Stain","","","","Sub Heading","Text","0 - 500","0 - 99999"
"","1907","Type of Fluid","","","","Descriptive","List","0 - 500","0 - 100"
"","1908","Fluid Protein","","","g/dl","Descriptive","Text","0 - 500","0 - 99999"
"","1909","Fluid Glucose","","","mg/dl","Descriptive","Text","0 - 500","0 - 99999"
"","1910","Fluid LDH","","","U/L","Descriptive","Text","0 - 500","0 - 99999"
"","1911","Anti Cardiolipin IgG","Negative: < 10.0Positive: > 10.0","IU/ml","","Standard","Text","0 - 60","0 - 100"
"","1912","Anti Cardiolipin IgM","Negative: < 0.9Borderline positive 0.9 - 1.1Positive: > 1.1","S/CO","","Standard","Text","0 - 60","0 - 100"
"","1913","Anti Mullerian Hormone (AMH)","Males :<24 months 14 - 4662 - 12 years 7.4 - 243> 12   years 0.7 - 19Females:< 24 months  < 4.72 - 12 years < 8.813 - 19 years 0.9 - 9.520 - 29 years 1.77 - 12.430 - 39 years 0.11 - 12.640 - 49 years 0.02 - 9.77","ng/mL","","Standard","Decimal","0 - 1398","0 - 100"
"","1914","Estradiol","Male: < 87Female:Follicular Phase: 15 - 112Periovulatory Phase: 136 - 251Luteal Phase: 48 - 172Post Menopausal: 10 - 66Hormonal Contraceptives: 15 - 95","pg/mL","","Standard","Decimal","0 - 1000","0 - 10000"
"","1915","HbA1c","","%","","Standard","Decimal","0 - 100","0 - 6.4"
"","1916","Hepatitis B viral Antigen","Negative= < 0.9Borderline= 0.9 - 1.1Positive= > 1.1","S/CO","","Standard","Text","0 - 60","0 - 100"
"","1917","Helicobacter Pylori Abs IgM","Negative: < 18Equivocal: 18 to 22Positive: > 22","U/ml","","Standard","Text","0 - 500","0 - 100"
"","1918","PSA (Prostate Specific Antigen) Total","0.01 - 3.99","ng/ml","","Standard","Decimal","0 - 500","0 - 500"
"","1919","Serum Ferritin","Men : 20 - 350Women : 10 - 200","ng/ml","","Standard","Decimal","0 - 2000","0 - 1000"
"","1920","CMV IgG (Cytomegalovirus)","Negative: < 0.9Grayzone: 0.90 to 1.1Positive: > 1.1","IU/ml","","Standard","Decimal","0 - 100","0 - 100"
"","1921","CMV IgM (Cytomegalovirus)","Negative: < 0.9Grayzone: 0.90 to 1.1Positive: > 1.1","IU/ml","","Standard","Decimal","0 - 100","0 - 100"
"","1922","Troponin-T","Negative","","","Standard","Text","0 - 500","0 - 99999"
"","1923","Urine for Microalbuminuria (Spot)","Less Than 30","mg/L","","Standard","Decimal","0 - 9999","0 - 30"
"","1924","Serum Protein","6.5 - 8.8","g/dl","","Standard","Decimal","3.0 - 9.0","6 - 8.8"
"","1925","Serum Globulin","2.4 - 3.5","g/dl","","Standard","Formula","0 - 999999","2.2 - 3.6"
"","1926","A/G Ratio","1.1 - 2.4","","","Standard","Formula","0 - 999","1.1 - 2.4"
"","1927","Urine Protein","< 80<300 (pregnancy)","mg/24 Hours","","Standard","Decimal","0 - 420","0 - 0"
"","1928","Total Volume","500-2000","ml","","Standard","Decimal","50 - 3000","0 - 0"
"","1929","Alkalaine Phosphatase","Male:      80 - 270Female:    65 - 2400-10 year: 80 - 640","U/L","","Standard","Decimal","0 - 9999","0 - 650"
"","1930","Amylase","35-120","U/L","","Standard","Decimal","0 - 5000","0 - 1000"
"","1931","C3 (Complement Level 3)","0.9 - 1.8","g/l","","Standard","Decimal","0 - 10","0 - 100"
"","1932","C.P.K","Men up to 195Women up to 170","U/L","","Standard","Decimal","0 - 612","0 - 5000"
"","1933","Serum Calcium","Adult:8.4 - 10.2Children:7.6 - 11.0","mg/dl","","Standard","Decimal","5 - 15","0 - 20"
"","1934","L.D.H.","Adult: 105-230","U/L","","Standard","Decimal","0 - 99999","105 - 230"
"","1935","Urine Protein (Spot) Qualitative","Negative","","","Standard","List","0 - 500","0 - 10000"
"","1936","Protein (Spot Urine)","1 - 14","mg/dl","","Standard","Decimal","0 - 1500","0 - 500"
"","1937","Creatinine (Spot Urine)","39 - 259","mg/dl","","Standard","Decimal","0 - 500","0 - 5000"
"","1938","Protein / Creatinine Ratio (Spot Urine)","0.2","","","Standard","Formula","0 - 999999","0 - 500"
"","1939","Serum Chloride","95 - 110","mmol/L","","Standard","Decimal","0 - 999","95 - 110"
"","1940","Glomerular Filteration Rate (GFR)",">60 Normal Kidney15-60: Kidney disease<15: Kidney Failure","mL/Min/1.73m^2","","Standard","Decimal","0 - 500","0 - 500"
"","1941","Serum Sodium","135 - 145","mmol/L","","Standard","Decimal","110 - 160","0 - 200"
"","1942","Serum Potassium","3.4 - 5.5","mmol/L","","Standard","Decimal","2.5 - 7","0 - 500"
"","1943","Serum Magnesium","1.7 - 2.1","mg/dl","","Standard","Decimal","0 - 7.5","0 - 100"
"","1944","Anti HCV (Elisa)","Negative: < 0.9Borderline: 0.9 to 1.2Positive: > 1.2","S/CO","","Standard","Text","0 - 500","0 - 10000"
"","1945","White Blood Cell (WBC/TLC)","4.0 - 11.0","*10^9/l","","Standard","Decimal","0 - 999","4 - 11"
"","1946","Red Blood Cell (RBC)","Male: 4.5-6.0Female: 3.8-4.8","*10^12/l","","Standard","Decimal","0 - 999","3.8 - 6"
"","1947","Hemoglobin (HB)","Male: 13.5 - 17.5Female: 11.5 - 14.5","g/dl","","Standard","Decimal","0 - 20.0","11.5 - 17.5"
"","1948","Hematocrit (HCT)","Male: 38.0 - 50.0Female: 36.0 - 46.0","%","","Standard","Decimal","10.0 - 80.0","36 - 50"
"","1949","Mean Cell Volume (MCV)","78.0 - 95.0","fl","","Standard","Decimal","45 - 999","77 - 96"
"","1950","Mean Cell Hemoglobin (MCH)","27.0 - 32.0","pg","","Standard","Decimal","12 - 99","27 - 32"
"","1951","Mean Cell Hb Conc (MCHC)","32.0 - 36.0","g/dl","","Standard","Decimal","15 - 60","32 - 36"
"","1952","Differential Count","","","","Sub Heading","Text","0 - 500","0 - 99999"
"","1953","Neutrophils","40 - 70","%","","Standard","Decimal","0 - 100","40 - 70"
"","1954","Lymphocytes","25 - 40","%","","Standard","Decimal","0 - 100","25 - 40"
"","1955","Eosinophils","1 - 5","%","","Standard","Decimal","0 - 100","1 - 5"
"","1956","ESR","Male: <14Female: <18","mm/1st hr","","Standard","Decimal","0 - 999","2 - 20"
"","1957","Total Bilirubin","0.2 - 1.2","mg/dl","","Standard","Decimal","0 - 500","0.2 - 1.2"
"","1958","Direct Bilirubin","0.3 - 0.8","mg/dl","","Standard","Decimal","0 - 500","0.3 - 0.8"
"","1959","Indirect Bilirubin","0.1 - 0.3","mg/dl","","Standard","Decimal","0 - 500","0.1 - 0.3"
"","1960","SGPT (ALT)","5 - 45","U/L","","Standard","Decimal","0 - 999","5 - 45"
"","1961","SGOT (AST)","8 - 40","U/l","","Standard","Decimal","0 - 999","8 - 40"
"","1962","Alkaline Phosphatase (ALP)","Adults : 80 - 285Child  : Up to 645","u/l","","Standard","Decimal","0 - 2000","70 - 290"
"","1963","Appearance","Clear","","","Standard","List","0 - 500","0 - 0"
"","1964","PH","4.5 - 7.5","","","Standard","List","0 - 250","0 - 8"
"","1965","Nitrate","Nil","","","Standard","List","0 - 250","0 - 0"
"","1966","Hemoglobin","Nil","","","Standard","List","0 - 250","0 - 0"
"","1967","Urobilinogen","","","","Standard","List","0 - 250","0 - 0"
"","1968","Pus Cells","0-2","","","Standard","Text","0 - 250","0 - 99999"
"","1969","Epithelial Cells","0-1","","","Standard","Text","0 - 500","0 - 99999"
"","1970","Granular Cast/LPF","Nil","","Nil","Standard","Text","0 - 500","0 - 99999"
"","1971","Crystal","Nil","","Nil","Standard","Text","0 - 500","0 - 99999"
"","1972","Amorphous","","","","Standard","List","0 - 500","0 - 0"
"","1973","Mucous Threads","Nil","","","Standard","List","0 - 250","0 - 0"
"","1974","Volume","2.0 - 5.0","ml","ml","Standard","Text","0 - 10","1 - 6"
"","1975","Color","Grayish White to Pale Yellow","","","Standard","List","0 - 250","0 - 0"
"","1976","Liquification Time","With in 30 min","Minutes","min","Standard","Text","0 - 250","0 - 120"
"","1977","Consistency","Viscid","","","Standard","List","0 - 500","0 - 0"
"","1978","Source of Specimen","","","","Standard","List","0 - 250","0 - 15"
"","1979","Sperm Motility/Count","","","","Sub Heading","Text","0 - 500","0 - 99999"
"","1980","Total Sperm Count","20 - 90","million/ml","","Standard","Text","0 - 500","20 - 90"
"","1981","Actively motile sperm","> 50 %","%","","Standard","Text","0 - 100","50 - 70"
"","1982","Sluggish motile sperm","< 30 %","%","","Standard","Text","0 - 500","30 - 50"
"","1983","Non motile sperm","< 20 %","%","","Standard","Text","0 - 500","0 - 100"
"","1984","Morphology Spermatozoa","","","","Sub Heading","AutoComplete","0 - 500","0 - 99999"
"","1985","Normal Spermatozoa","> 75","%","","Standard","Text","0 - 500","60 - 80"
"","1986","Abnormal Spermatozoa","< 25","%","","Standard","Text","0 - 500","25 - 50"
"","1987","Progressive Motile","> 60","%","","Standard","Text","0 - 500","60 - 80"
"","1988","Non-progressive Motile","< 40","%","","Standard","Text","0 - 500","0 - 0"
"","1989","Red Blood Cells","","","","Standard","Text","0 - 500","0 - 99999"
"","1990","Epithelial Cells","","","","Standard","Text","0 - 500","0 - 99999"
"","1991","Urine for Pregnancy","","","","Standard","List","1 - 100","0 - 0"
"","1992","CRP","","","","Descriptive","List","0 - 500","0 - 0"
"","1993","C-Reactive Protein (CRP)","0 - 6.0","","","Standard","Decimal","0 - 250","0 - 500"
"","1994","Bilirubin Total","0.3 - 1.1","mg/dl","","Standard","Decimal","0.4 - 40.0","0.4 - 1.1"
"","1995","Troponin-I","Negative","","","Standard","Text","0 - 250","0 - 99999"
"","1996","Bleeding Time (BT)","2 - 7","minutes","","Standard","Decimal","0 - 99","2 - 7"
"","1997","MALARIAL PARASITE (M.P.)","NEGATIVE","","","Standard","List","0 - 500","0 - 0"
"","1998","PT","9.5 - 14","Seconds","","Standard","Decimal","0 - 99","9.5 - 14"
"","1999","PT Control","","Seconds","12","Standard","Decimal","0 - 999","0 - 1000"
"","2000","INR","0.9 - 1.1","","","Standard","Formula","0 - 999999","0.9 - 1.1"
"","2001","Hemoglobin (HB)","Male: 14.0 - 18.0Female: 12.0 - 16.0","g/dl","","Standard","Decimal","0 - 20.0","0 - 20"
"","2002","Hematocrit (HCT)","Male: 38 - 50Female: 36 - 46","%","","Standard","Decimal","10 - 70","0 - 111"
"","2003","Mean Cell Volume (MCV)","78 - 95","fl","","Standard","Decimal","45 - 120","0 - 120"
"","2004","Mean Cell Hemoglobin (MCH)","27 - 32","pg","","Standard","Decimal","12 - 40","0 - 111"
"","2005","Mean Cell Hb Conc (MCHC)","32 - 36","g/dl","","Standard","Decimal","25 - 50","0 - 111"
"","2006","Absolute Count","","","","Sub Heading","Text","0 - 500","0 - 99999"
"","2007","Basophil, Absolute","00 - 100","/mm3","","Standard","Decimal","0 - 99999","0 - 100"
"","2008","Band Cells","-","%","","Standard","Decimal","0 - 100","0 - 99999"
"","2009","Peripheral Film","","","","Sub Heading","Text","0 - 500","0 - 99999"
"","2010","Comments","","","","Descriptive","AutoComplete","0 - 50000","0 - 0"
"","2011","Glucose (Fasting)","6-110","mg/dl","","Standard","Text","0 - 500","0 - 0"
"","2012","Glucose (1 Hour post Dose)","90-180","mg/dl","","Standard","Text","0 - 500","0 - 0"
"","2013","Glucose (2 Hour Post Dose)","60-160","mg/dl","","Standard","Text","0 - 500","0 - 0"
"","2014","Serum Phosphorus","Adults: 2.5 - 5.0Child:  4.0 - 7.0","mg/dl","","Standard","Decimal","1.5 - 20","0 - 10"
"","2015","FNAc Slide #:","","","","Descriptive","Text","0 - 500","0 - 99999"
"","2016","*","","","","Sub Heading","Text","0 - 500","0 - 99999"
"","2017","FNAC Report:","","","","Descriptive","Text","0 - 500","0 - 99999"
"","2018","Impression :","","","","Descriptive","Text","0 - 500","0 - 99999"
"","2019","Blood Urea Nitrogen (BUN)","4 - 23","mg/dl","","Standard","Decimal","0 - 999","4 - 23"
"","2020","Creatinine","Male: 0.7 - 1.2Female: 0.6 - 1.1","mg/dl","","Standard","Text","0 - 40","0.3 - 50"
"","2021","Serum Cholesterol","Ideal Range : Less than 200Borderline High : 201 - 239High : More Than 240","mg/dl","","Standard","Decimal","0 - 9999","150 - 240"
"","2022","Triglycerides","Ideal Range : Less than 200Borderline High : 201 - 399High : More Than 400","mg/dl","","Standard","Decimal","0 - 9999","100 - 400"
"","2023","HDL-Cholesterol","Ideal Range : More than 50Borderline High :  40 - 49High : Less Than 40","mg/dl","","Standard","Decimal","0 - 9999","40 - 999"
"","2024","LDL-Cholesterol","Normal: < 130Borderline: 130 - 159High: > 160","mg/dl","","Standard","Decimal","0 - 99999","80 - 160"
"","2025","Total Bilirubin","0.3 - 1.1","mg/dl","","Standard","Text","0 - 500","0.3 - 1.1"
"","2026","TB screening","","","","Descriptive","List","0 - 500","0 - 0"
"","2027","S.Typhi O","1:80 Significant Titer","","1:","Standard","Text","0 - 500","0 - 99999"
"","2028","S.Typhi H","1:80 Significant Titer","","1:","Standard","Text","0 - 500","0 - 99999"
"","2029","S.Paratyphi AH","1:80 Significant Titer","","1:","Standard","Text","0 - 500","0 - 99999"
"","2030","S.Paratyphi BH","1:80 Significant Titer","","1:","Standard","Text","0 - 500","0 - 99999"
"","2031","Typhidot IgG","","","","Descriptive","List","0 - 500","0 - 0"
"","2032","Typhidot IgM","","","","Descriptive","List","0 - 500","0 - 0"
"","2033","RA Factor","","","","Standard","List","0 - 500","0 - 0"
"","2034","eGFR","See Below","ml/min/1.73 m2","","Standard","Text","0 - 500","10 - 90"
"","2035","Dengue (IgG,IgM)","NEGATIVE","","","Standard","Text","0 - 500","0 - 99999"
"","2036","PT","12 - 16","Seconds","","Standard","Text","0 - 121","0 - 16"
"","2037","Epithelial Cells","2-3","","1-3","Standard","Text","0 - 500","0 - 99999"
"","2038","Creatinine","0.4-1.2","mg/dl","","Standard","Decimal","0 - 40","0.4 - 1.2"
"","2039","URIC ACID","FEMALES: 2.3 - 6.0MALES:   3.5 - 7.0","mg/dl","","Standard","Decimal","0 - 99","2.3 - 7"
"","2040","HDL Cholesterol","No Risk : > 60Moderate Risk: 40 - 60High Risk : < 40","mg/dl","","Standard","Decimal","0 - 400","40 - 60"
"","2041","Bilirubin Total","0.4 - 1.2","mg/dl","","Standard","Decimal","0 - 99","0.4 - 1.2"
"","2042","Alkaline Phosphatase","Adult : 80-306Child (0-10 year):80-640","U/L","","Standard","Decimal","0 - 5000","80 - 306"
"","2043","Bilirubin Total","0.2-1.2","mg/dl","","Standard","Decimal","0 - 250","0.2 - 1.2"
"","2044","Alkalaine Phosphatase","Adult : 80-306Chiild (0-10 year): 80 - 640","U/L","","Standard","Text","0 - 500","0 - 5000"
"","2045","Typhidot igG","Negative","-","","Descriptive","Text","0 - 500","0 - 0"
"","2046","Typhidot igM","Negative","-","","Descriptive","Text","0 - 500","0 - 0"
"","2047","CRP (High Sensitivity)","Less Than 6.0","mg/l","","Standard","Decimal","0 - 1000.6","0 - 6"
"","2048","TB screening IgM","Negative","","","Standard","List","0 - 500","0 - 0"
"","2049","TB screening IgG","Negative","","","Standard","List","0 - 500","0 - 0"
"","2050","PIVKA - II Level","See Below","mAU/mL","","Standard","Decimal","0 - 500","0 - 9999999"
"","2051","Total Volume","-","ml","","Descriptive","Decimal","0 - 500","0 - 99999"
"","2052","Mean Cell Hemoglobin (MCH","25 - 35","p/g","","Standard","Decimal","0 - 600","25 - 35"
"","2053","Hemoglobin (HB)","Female: 11 - 15Male:  11  - 17","g/dl","","Standard","Decimal","0 - 500","14 - 17"
"","2054","Patient Name","-","-","","Standard","Text","0 - 500","0 - 0"
"","2055","Blood Bag Expire Date","-","-","","Standard","Text","0 - 500","0 - 0"
"","2056","SGPT (ALT)","MEN:   10-20WOMEN: 10-30","U/L","","Standard","Decimal","0 - 9999","10 - 43"
"","2057","Specific Gravity","1.005-1.025","","1.015","Standard","Text","0 - 250","1 - 99999"
"","2058","Protein","NIL","-","NIL","Standard","Text","0 - 250","0 - 0"
"","2059","Nitrate","Negative","-","Negative","Standard","Text","0 - 250","0 - 0"
"","2060","Granular","NIL","","NIL","Standard","Text","0 - 500","0 - 99999"
"","2061","Calcium oxalate","NIL","","NIL","Standard","Text","0 - 500","0 - 99999"
"","2062","Amorphous","NIL","-","NIL","Standard","Text","0 - 250","0 - 0"
"","2063","Anti Mullerian Hormone (AMH)","Males:>2 Years 14-466>18 Years 0.73-16.05Females:18-25 Years 0.96 - 13.3426-30 Years 0.17 - 7.3731-35 Years 0.07 - 7.3536-40 Years 0.03 - 7.1541-45 Years 0.00 - 3.27=>46 Years 0.00 - 1.15","ng/mL","","Standard","Decimal","0 - 1398","0 - 100"
"","2064","PCO2","35.0 - 45.0","mmHg","","Standard","Decimal","0 - 999","35 - 45"
"","2065","PO2","80 - 105","mmHg","","Standard","Decimal","0 - 999","80 - 105"
"","2066","Lactate Level","0.5 - 1.7","mmol/L","","Standard","Decimal","0 - 69","0.5 - 1.7"
"","2067","PH","7.35 - 7.45","","","Standard","Decimal","0 - 99","7.35 - 7.45"
"","2068","Total Protein","Adult: 6.0 - 8.3ChildPre-matures: 3.4 - 5.0Newborns: 4.6 - 6.8Upto 1 Years: 6.0 - 8.0Above 1 Years: 4.8 - 7.6","g/dL","","Standard","Machine","0 - 999999","6 - 8.3"
"","2069","Prolactin","Males: 4.04 - 15.2Females:Not Pregnant 4.79 - 23.3","ng/ml","","Standard","Decimal","0 - 500","2.35 - 100"
"","2070","Reticulocyte Count","Adult: 0.50 - 2.5Newborn: 2.50 - 6.5","%","","Standard","Decimal","0 - 100","0.2 - 6"
"","2071","Total Calcium","99-110","mmol/L","Nil","Descriptive","Text","0 - 500","0 - 99999"
"","2072","GTT 75g Fasting","50 - 100","mg/dl","","Standard","Text","0 - 500","50 - 100"
"","2073","GTT 75g After 1Hrs","70 - 120","mg/dl","","Standard","Text","0 - 500","70 - 120"
"","2074","GTT 75g After 2hrs","90 - 160","mg/dl","","Standard","Text","0 - 500","90 - 160"
"","2075","LH","Male : 1.1 - 25.0Female:Follicular 1.2 - 12.5Ovulatory phase 12 - 82Luteal 0.4 - 19.0Post Menopausal 14 - 48","mIU/ml","","Standard","Decimal","0 - 1000","0 - 1000"
"","2076","TSH","0.30 - 4.60","µIU/mL","","Standard","Text","0 - 500","0 - 555"
"","2077","ProBNP (N-t) II","0.0 - 14.0","pmol/L","","Standard","Decimal","0 - 999","0 - 999"
